episode_nr,time,action,velocity,lane,car1_f_dz,car1_f_dv,car1_b_dz,car1_b_dv,car2_f_dz,car2_f_dv,car2_b_dz,car2_b_dv,car3_f_dz,car3_f_dv,car3_b_dz,car3_b_dv,traffic_flow,weather
1,0.1,0,102,2,1,0,-1,0,1,0,-0.912,0.254,0.219,-0.036,-0.184,-0.153,2500,sunset
1,0.2,1,103,2,1,0,-1,0,1,0,-0.911,0.212,0.219,-0.081,-0.185,-0.2,2500,sunset
1,0.3,1,105,2,1,0,-1,0,1,0,-0.91,0.179,0.218,-0.113,-0.186,-0.229,2500,sunset
1,0.4,1,107,2,1,0,-1,0,1,0,-0.909,0.145,0.218,-0.148,-0.188,-0.265,2500,sunset
1,0.5,1,108,2,1,0,-1,0,1,0,-0.908,0.113,0.217,-0.181,-0.189,-0.299,2500,sunset
1,0.6,1,109,2,1,0,-1,0,1,0,-0.908,0.084,0.216,-0.21,-0.191,-0.328,2500,sunset
1,0.7,1,111,2,1,0,-1,0,1,0,-0.907,0.059,0.214,-0.236,-0.193,-0.354,2500,sunset
1,0.8,1,112,2,1,0,-1,0,1,0,-0.907,0.036,0.213,-0.259,-0.195,-0.377,2500,sunset
1,0.9,1,113,2,1,0,-1,0,1,0,-0.907,0.016,0.211,-0.279,-0.197,-0.398,2500,sunset
1,1,1,114,2,1,0,-1,0,1,0,-0.907,-0.001,0.21,-0.297,-0.199,-0.416,2500,sunset
1,1.1,1,114,2,1,0,-1,0,1,0,-0.907,-0.017,0.208,-0.313,-0.202,-0.432,2500,sunset
1,1.2,1,115,2,1,0,-1,0,1,0,-0.907,-0.03,0.206,-0.327,-0.204,-0.446,2500,sunset
1,1.3,1,115,2,1,0,-1,0,1,0,-0.907,-0.042,0.204,-0.339,-0.207,-0.458,2500,sunset
1,1.4,1,116,2,1,0,-1,0,1,0,-0.907,-0.053,0.203,-0.35,-0.209,-0.469,2500,sunset
1,1.5,1,116,2,1,0,-1,0,1,0,-0.908,-0.062,0.201,-0.359,-0.212,-0.479,2500,sunset
1,1.6,1,117,2,1,0,-1,0,1,0,-0.908,-0.071,0.199,-0.368,-0.215,-0.487,2500,sunset
1,1.7,1,117,2,1,0,-1,0,1,0,-0.909,-0.078,0.196,-0.375,-0.217,-0.495,2500,sunset
1,1.8,1,117,2,1,0,-1,0,1,0,-0.909,-0.085,0.194,-0.382,-0.22,-0.501,2500,sunset
1,1.9,1,118,2,1,0,-1,0,1,0,-0.909,-0.09,0.192,-0.388,-0.223,-0.507,2500,sunset
1,2,1,118,2,1,0,-1,0,1,0,-0.91,-0.095,0.19,-0.393,-0.226,-0.513,2500,sunset
1,2.1,1,118,2,1,0,-1,0,1,0,-0.911,-0.1,0.188,-0.398,-0.229,-0.517,2500,sunset
1,2.2,1,118,2,1,0,-1,0,1,0,-0.911,-0.104,0.186,-0.402,-0.232,-0.521,2500,sunset
1,2.3,1,119,2,1,0,-1,0,1,0,-0.912,-0.107,0.183,-0.405,-0.234,-0.525,2500,sunset
1,2.4,1,119,2,1,0,-1,0,1,0,-0.912,-0.11,0.181,-0.408,-0.237,-0.528,2500,sunset
1,2.5,1,119,2,1,0,-1,0,1,0,-0.913,-0.113,0.179,-0.411,-0.24,-0.531,2500,sunset
1,2.6,1,119,2,1,0,-1,0,1,0,-0.914,-0.115,0.177,-0.414,-0.243,-0.533,2500,sunset
1,2.7,1,119,2,1,0,-1,0,1,0,-0.914,-0.118,0.174,-0.416,-0.246,-0.535,2500,sunset
1,2.8,1,119,2,1,0,-1,0,1,0,-0.915,-0.119,0.172,-0.418,-0.249,-0.537,2500,sunset
1,2.9,1,119,2,1,0,-1,0,1,0,-0.916,-0.121,0.17,-0.419,-0.252,-0.539,2500,sunset
1,3,1,119,2,1,0,-1,0,1,0,-0.916,-0.123,0.167,-0.421,-0.255,-0.541,2500,sunset
1,3.1,1,119,2,1,0,-1,0,1,0,-0.917,-0.124,0.165,-0.422,-0.258,-0.542,2500,sunset
1,3.2,1,119,2,1,0,-1,0,1,0,-0.918,-0.125,0.163,-0.423,-0.261,-0.543,2500,sunset
1,3.3,1,119,2,1,0,-1,0,1,0,-0.918,-0.126,0.16,-0.424,-0.264,-0.544,2500,sunset
1,3.4,1,119,2,1,0,-1,0,1,0,-0.919,-0.127,0.158,-0.425,-0.267,-0.545,2500,sunset
1,3.5,1,120,2,1,0,-1,0,1,0,-0.92,-0.128,0.155,-0.426,-0.27,-0.546,2500,sunset
