episode_nr,time,action,velocity,lane,car1_f_dz,car1_f_dv,car1_b_dz,car1_b_dv,car2_f_dz,car2_f_dv,car2_b_dz,car2_b_dv,car3_f_dz,car3_f_dv,car3_b_dz,car3_b_dv,traffic_flow,weather
1,0.1,0,125,2,0.26,-0.131,-0.527,-0.211,0.657,-0.347,-1,0,0.475,-0.589,-0.246,-0.484,2500,mist
1,0.2,1,123,2,0.26,-0.083,-0.528,-0.167,0.655,-0.303,-1,0,0.472,-0.544,-0.248,-0.437,2500,mist
1,0.3,1,121,2,0.259,-0.027,-0.528,-0.11,0.654,-0.248,-1,0,0.469,-0.487,-0.25,-0.381,2500,mist
1,0.4,1,118,2,0.259,0.041,-0.529,-0.043,0.652,-0.18,-1,0,0.467,-0.42,-0.252,-0.314,2500,mist
1,0.5,1,119,2,0.26,0.042,-0.529,-0.042,0.651,-0.18,-1,0,0.465,-0.42,-0.254,-0.314,2500,mist
1,0.6,1,119,2,0.26,0.044,-0.529,-0.04,0.65,-0.178,-1,0,0.462,-0.419,-0.256,-0.313,2500,mist
1,0.7,1,119,2,0.26,0.046,-0.529,-0.038,0.649,-0.176,-1,0,0.46,-0.418,-0.257,-0.311,2500,mist
1,0.8,1,119,2,0.26,0.048,-0.53,-0.036,0.648,-0.175,-1,0,0.458,-0.417,-0.259,-0.31,2500,mist
1,0.9,1,119,2,0.261,0.049,-0.53,-0.035,0.647,-0.173,-1,0,0.455,-0.416,-0.261,-0.309,2500,mist
1,1,1,119,2,0.261,0.051,-0.53,-0.033,0.647,-0.172,-1,0,0.453,-0.415,-0.263,-0.308,2500,mist
1,1.1,1,119,2,0.261,0.052,-0.53,-0.032,0.646,-0.171,-1,0,0.451,-0.414,-0.264,-0.307,2500,mist
1,1.2,1,119,2,0.261,0.053,-0.53,-0.031,0.645,-0.17,-1,0,0.448,-0.413,-0.266,-0.306,2500,mist
1,1.3,1,119,2,0.262,0.054,-0.531,-0.03,0.644,-0.17,-1,0,0.446,-0.413,-0.268,-0.306,2500,mist
1,1.4,1,119,2,0.262,0.055,-0.531,-0.03,0.643,-0.169,-1,0,0.444,-0.412,-0.269,-0.305,2500,mist
1,1.5,1,119,2,0.262,0.056,-0.531,-0.029,0.642,-0.169,-1,0,0.442,-0.412,-0.271,-0.305,2500,mist
1,1.6,1,119,2,0.263,0.056,-0.531,-0.028,0.641,-0.168,-1,0,0.439,-0.412,-0.273,-0.304,2500,mist
1,1.7,1,120,2,0.263,0.057,-0.531,-0.028,0.64,-0.168,-1,0,0.437,-0.411,-0.274,-0.304,2500,mist
1,1.8,1,120,2,0.263,0.058,-0.531,-0.028,0.639,-0.167,-1,0,0.435,-0.411,-0.276,-0.303,2500,mist
1,1.9,1,120,2,0.264,0.058,-0.532,-0.027,0.638,-0.167,-1,0,0.432,-0.411,-0.278,-0.303,2500,mist
1,2,1,120,2,0.264,0.058,-0.532,-0.027,0.637,-0.167,-1,0,0.43,-0.41,-0.279,-0.303,2500,mist
1,2.1,1,120,2,0.264,0.059,-0.532,-0.027,0.636,-0.166,-1,0,0.428,-0.41,-0.281,-0.303,2500,mist
1,2.2,1,120,2,0.265,0.059,-0.532,-0.026,0.635,-0.166,-1,0,0.426,-0.41,-0.283,-0.302,2500,mist
1,2.3,1,120,2,0.265,0.059,-0.532,-0.026,0.634,-0.166,-1,0,0.423,-0.41,-0.285,-0.302,2500,mist
