episode_nr,time,action,velocity,lane,car1_f_dz,car1_f_dv,car1_b_dz,car1_b_dv,car2_f_dz,car2_f_dv,car2_b_dz,car2_b_dv,car3_f_dz,car3_f_dv,car3_b_dz,car3_b_dv,traffic_flow,weather
1,0.1,0,115,2,1,0,-0.084,0.146,0.34,-0.195,-0.622,-0.271,0.298,-0.442,-0.057,-0.289,2500,mist
1,0.2,1,116,2,1,0,-0.083,0.134,0.339,-0.208,-0.623,-0.285,0.296,-0.459,-0.059,-0.303,2500,mist
1,0.3,1,116,2,1,0,-0.083,0.13,0.338,-0.213,-0.625,-0.289,0.293,-0.46,-0.061,-0.307,2500,mist
1,0.4,1,116,2,1,0,-0.082,0.126,0.337,-0.217,-0.626,-0.293,0.29,-0.466,-0.062,-0.312,2500,mist
1,0.5,1,117,2,1,0,-0.081,0.123,0.336,-0.221,-0.628,-0.297,0.288,-0.47,-0.064,-0.316,2500,mist
1,0.6,1,117,2,1,0,-0.08,0.121,0.334,-0.224,-0.63,-0.301,0.285,-0.474,-0.066,-0.319,2500,mist
1,0.7,1,118,2,1,0,-0.08,0.118,0.333,-0.227,-0.631,-0.304,0.283,-0.477,-0.068,-0.323,2500,mist
1,0.8,1,118,2,1,0,-0.079,0.116,0.332,-0.23,-0.633,-0.307,0.28,-0.481,-0.069,-0.326,2500,mist
1,0.9,1,118,2,1,0,-0.079,0.114,0.331,-0.232,-0.635,-0.309,0.277,-0.483,-0.071,-0.328,2500,mist
1,1,1,118,2,1,0,-0.078,0.112,0.329,-0.234,-0.637,-0.312,0.275,-0.486,-0.073,-0.33,2500,mist
1,1.1,1,118,2,1,0,-0.077,0.111,0.328,-0.236,-0.638,-0.314,0.272,-0.488,-0.075,-0.332,2500,mist
1,1.2,1,119,2,1,0,-0.077,0.11,0.327,-0.238,-0.64,-0.315,0.269,-0.49,-0.077,-0.334,2500,mist
1,1.3,1,119,2,1,0,-0.076,0.108,0.325,-0.239,-0.642,-0.317,0.266,-0.491,-0.079,-0.336,2500,mist
1,1.4,1,119,2,1,0,-0.075,0.107,0.324,-0.241,-0.644,-0.318,0.264,-0.493,-0.08,-0.337,2500,mist
1,1.5,1,119,2,1,0,-0.075,0.106,0.323,-0.242,-0.645,-0.319,0.261,-0.494,-0.082,-0.338,2500,mist
1,1.6,1,119,2,1,0,-0.074,0.106,0.321,-0.243,-0.647,-0.321,0.258,-0.495,-0.084,-0.339,2500,mist
1,1.7,1,119,2,1,0,-0.074,0.105,0.32,-0.244,-0.649,-0.321,0.255,-0.496,-0.086,-0.34,2500,mist
1,1.8,1,119,2,1,0,-0.073,0.104,0.319,-0.245,-0.651,-0.322,0.253,-0.497,-0.088,-0.341,2500,mist
1,1.9,1,119,2,1,0,-0.073,0.104,0.317,-0.245,-0.652,-0.323,0.25,-0.498,-0.09,-0.342,2500,mist
1,2,1,119,2,1,0,-0.072,0.103,0.316,-0.246,-0.654,-0.324,0.247,-0.499,-0.092,-0.342,2500,mist
1,2.1,1,119,2,1,0,-0.071,0.103,0.315,-0.247,-0.656,-0.324,0.244,-0.5,-0.094,-0.343,2500,mist
1,2.2,1,119,2,1,0,-0.071,0.102,0.313,-0.247,-0.658,-0.325,0.242,-0.5,-0.096,-0.344,2500,mist
1,2.3,1,119,2,1,0,-0.07,0.102,0.312,-0.248,-0.66,-0.325,0.239,-0.501,-0.097,-0.344,2500,mist
1,2.4,1,120,2,1,0,-0.07,0.102,0.31,-0.248,-0.661,-0.326,0.236,-0.501,-0.099,-0.344,2500,mist
1,2.5,1,120,2,1,0,-0.069,0.101,0.309,-0.248,-0.663,-0.326,0.233,-0.501,-0.101,-0.345,2500,mist
1,2.6,1,120,2,1,0,-0.069,0.101,0.308,-0.249,-0.665,-0.326,0.23,-0.502,-0.103,-0.345,2500,mist
1,2.7,1,120,2,1,0,-0.068,0.101,0.306,-0.249,-0.667,-0.327,0.228,-0.502,-0.105,-0.345,2500,mist
1,2.8,1,120,2,1,0,-0.067,0.101,0.305,-0.249,-0.669,-0.327,0.225,-0.502,-0.107,-0.346,2500,mist
1,2.9,1,120,2,1,0,-0.067,0.1,0.304,-0.249,-0.671,-0.327,0.222,-0.503,-0.109,-0.346,2500,mist
1,3,1,120,2,1,0,-0.066,0.1,0.302,-0.249,-0.672,-0.327,0.219,-0.503,-0.111,-0.346,2500,mist
1,3.1,1,120,2,1,0,-0.066,0.1,0.301,-0.25,-0.674,-0.327,0.216,-0.503,-0.113,-0.346,2500,mist
