episode_nr,time,action,velocity,lane,car1_f_dz,car1_f_dv,car1_b_dz,car1_b_dv,car2_f_dz,car2_f_dv,car2_b_dz,car2_b_dv,car3_f_dz,car3_f_dv,car3_b_dz,car3_b_dv,traffic_flow,weather
1,0.1,0,112,2,0.617,0.123,-0.767,0.035,0.372,-0.121,-0.849,-0.017,0.045,-0.274,-0.251,-0.205,1500,mist
1,0.2,1,113,2,0.618,0.102,-0.766,0.011,0.371,-0.146,-0.849,-0.041,0.044,-0.302,-0.252,-0.227,1500,mist
1,0.3,1,114,2,0.618,0.091,-0.766,0,0.37,-0.156,-0.849,-0.052,0.042,-0.31,-0.253,-0.238,1500,mist
1,0.4,1,115,2,0.619,0.081,-0.766,-0.01,0.369,-0.167,-0.85,-0.062,0.04,-0.321,-0.255,-0.249,1500,mist
1,0.5,1,115,2,0.619,0.072,-0.766,-0.019,0.368,-0.176,-0.85,-0.071,0.038,-0.33,-0.256,-0.259,1500,mist
1,0.6,1,116,2,0.619,0.065,-0.767,-0.027,0.367,-0.184,-0.85,-0.079,0.037,-0.339,-0.258,-0.267,1500,mist
1,0.7,1,116,2,0.62,0.058,-0.767,-0.034,0.366,-0.192,-0.851,-0.086,0.035,-0.346,-0.259,-0.274,1500,mist
1,0.8,1,117,2,0.62,0.052,-0.767,-0.04,0.365,-0.198,-0.851,-0.092,0.033,-0.353,-0.261,-0.281,1500,mist
1,0.9,1,117,2,0.62,0.047,-0.767,-0.046,0.364,-0.204,-0.852,-0.098,0.031,-0.359,-0.262,-0.287,1500,mist
1,1,1,117,2,0.621,0.042,-0.767,-0.051,0.363,-0.209,-0.852,-0.103,0.029,-0.364,-0.264,-0.292,1500,mist
1,1.1,1,118,2,0.621,0.038,-0.768,-0.055,0.362,-0.213,-0.853,-0.107,0.027,-0.369,-0.265,-0.297,1500,mist
1,1.2,1,118,2,0.621,0.034,-0.768,-0.059,0.361,-0.217,-0.854,-0.111,0.025,-0.373,-0.267,-0.301,1500,mist
1,1.3,1,118,2,0.621,0.031,-0.768,-0.062,0.359,-0.221,-0.854,-0.115,0.023,-0.377,-0.269,-0.304,1500,mist
1,1.4,1,118,2,0.621,0.028,-0.769,-0.065,0.358,-0.224,-0.855,-0.118,0.02,-0.38,-0.27,-0.307,1500,mist
1,1.5,1,118,2,0.621,0.025,-0.769,-0.068,0.357,-0.227,-0.856,-0.12,0.018,-0.383,-0.272,-0.31,1500,mist
1,1.6,1,119,2,0.622,0.023,-0.77,-0.07,0.356,-0.229,-0.856,-0.123,0.016,-0.385,-0.274,-0.313,1500,mist
1,1.7,1,119,2,0.622,0.021,-0.77,-0.072,0.354,-0.231,-0.857,-0.125,0.014,-0.388,-0.276,-0.315,1500,mist
1,1.8,1,119,2,0.622,0.019,-0.77,-0.074,0.353,-0.233,-0.858,-0.127,0.012,-0.39,-0.277,-0.317,1500,mist
1,1.9,1,119,2,0.622,0.018,-0.771,-0.076,0.352,-0.235,-0.858,-0.128,0.01,-0.391,-0.279,-0.318,1500,mist
1,2,1,119,2,0.622,0.016,-0.771,-0.077,0.35,-0.236,-0.859,-0.13,0.008,-0.393,-0.281,-0.32,1500,mist
1,2.1,1,119,2,0.622,0.015,-0.772,-0.079,0.349,-0.238,-0.86,-0.131,0.005,-0.394,-0.283,-0.321,1500,mist
1,2.2,1,119,2,0.622,0.014,-0.772,-0.08,0.348,-0.239,-0.861,-0.132,0.003,-0.396,-0.284,-0.322,1500,mist
